"businessname","legalowner","namelast","namefirst","licenseno","issdttm","expdttm","licstatus","licensecat","descript","result","resultdttm","violation","viollevel","violdesc","violdttm","violstatus","statusdate","comments","address","city","state","zip","property_id","latitude","longtitude","rank"
"TEALUXE  INC.","","TEALUXE INC."," ",21247,"2010-07-14 09:33:11","2010-12-31 23:59:00","Inactive","FS","Eating & Drinking","HE_NotReq",2022-06-13,"","",""," ","",""," ","108   Newbury ST","Boston","MA",2116,156038,42.351223,-71.075671,1
"TEATRO","KIMBERK FREDERICK","PAUL ROIFF"," ",22469,"2011-12-12 15:20:42","2022-12-31 23:59:00","Inactive","FS","Eating & Drinking","HE_NotReq",2022-03-15,"","",""," ","",""," ","177   Tremont ST","Boston","MA",2111,137449,42.353,-71.06405,1
"Teddys on the Hill/Red Hat","SCHIFINO GRACE","Can't Stop Won't Stop LLC","Jason Nicholson",465245,"2022-07-11 14:43:58","2022-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Fail",2022-01-19,"590.005/5-203.13-C","*","Service Sink (C)","2022-01-19 11:05:14","Fail","","No mop sink in establement. Space is very limited.Variance has been provided to owner for completion. Please complete and send completed variance form for approval  to ISD Health.","9   Bowdoin ST","Boston","MA",2114,17618,42.36102,-71.06319,1
"Tedeschi Food Shop No. 204","DUNKIN DONUTS CONTACT: PE","TEDESCHI FOOD","SHOP #204",19165,"2012-01-24 13:02:57","2014-12-31 23:59:00","Inactive","RF","Retail Food","HE_NotReq",2022-03-15,"","",""," ","",""," ","1580  Dorchester AVE","Dorchester","MA",2122,157565,42.296914,-71.060388,1
"Teele Hall B'stro","PRESIDENT & FELLOWS","Restaurant Associates Inc."," ",480696,"2022-09-21 09:58:26","2022-12-31 23:59:00","Active","RF","Retail Food","HE_Fail",2022-09-12,"590.008/8-103.15-C","*","Variances (C)","2022-09-12 12:56:26","Fail","","Establishment to provide video surveillance system in area of unattended self service market","230   Western AVE","Allston","MA",2134,148167,42.36291,-71.13172,1
"Tejeda Family Market","MATTAPAN COMMUNITY HEALTH","Tejeda","Erison",311137,"2016-12-20 09:54:57","2018-12-31 23:59:00","Inactive","RF","Retail Food","HE_NotReq",2022-03-15,"","",""," ","",""," ","1419   Blue Hill AVE","Mattapan","MA",2126,16268,42.27557,-71.09383,1
"Telegraph Hill Tavern","COYNE JOSEPH L","O'Donnell","Brian",68527,"2012-02-14 14:52:47","2023-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Fail",2022-07-14,"590.002/2-501.11-PF","**","Clean-up of Vomiting and Diarrheal Events (Pf)","2022-07-14 15:19:59","Fail","","No vomit and diarrhea kit Available - Provide the supplies for a vomit and diarrheal episode and procedures on how to clean up. Sent suplly list and instructions via email.","289  Dorchester ST","South Boston","MA",2127,48980,42.332022,-71.052758,1
"The Gallery Restaurant","","S W Boston Hotel Venture L L C"," ",33807,"2012-01-13 12:06:09","2020-12-31 23:59:00","Inactive","FS","Eating & Drinking","HE_NotReq",2022-03-15,"","",""," ","",""," ","100  Stuart ST","Boston","MA",2116,131637,42.350916,-71.065256,1
"TEMPTATIONS CAFE","LAMBRIANIDIS SOPHIA","MELHEM LUFTI"," ",24392,"2011-12-15 14:06:01","2018-12-31 23:59:00","Inactive","FS","Eating & Drinking","HE_NotReq",2022-03-15,"","",""," ","",""," ","309   Huntington AVE","Boston","MA",2115,155730,42.341196,-71.087659,1
"Ten One Tea House","G S PARTNERS","SE Investment LLC","Rangchen Li",352831,"2018-07-24 08:54:53","2022-12-31 23:59:00","Active","FT","Eating & Drinking w/ Take Out","HE_Fail",2022-05-11,"590.002(D)/2-103.11-PF","**","(A)-(P) Person-In-Charge-Duties (Pf)","2022-05-11 14:04:55","Fail","","Numerous Priority Violations noted on inspection report Owner/CFPM must properly review procedures at establishmnet with all staff","279   Newbury ST","Boston","MA",2116,101491,42.34938,-71.084014,1
"Ten Second Noodles","SHERMAN LEONARD S TS","Allston Noodles Inc","Qinlei Chen",432756,"2020-08-12 11:07:34","2023-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Filed",2022-08-11,"L1","-","","2022-08-11 14:06:37","Pass","2022-08-12 08:05:51","Post 2022 permit","417   Cambridge ST","Allston","MA",2134,25121,42.355123,-71.134062,1
"TEN TABLES","LEVIN MORDECHAI","KRISTA","KRANYAK",22379,"2012-02-22 15:17:33","2022-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Fail",2022-10-26,"590.003/3-302.15-PF","**","Washing Fruits and Vegetables (Pf)","2022-10-26 17:19:05","Fail","","Basin of prep sink appears to be used to multi task - maintain clean and clearly identify as such to reduce any confusion or potential contamination","597   Centre ST","Jamaica Plain","MA",2130,28129,42.3149,-71.11427,1
"Tender Greens","U I D C OF MASS INC","Restaurant Group Inc.","T.Y.P",350388,"2018-12-12 15:28:45","2020-12-31 23:59:00","Inactive","FS","Eating & Drinking","HE_NotReq",2022-03-15,"","",""," ","",""," ","100  Huntington AVE","Boston","MA",2116,76237,42.34721,-71.0782,1
"Tenderonis","","Faison","Tiffani",413471,"2020-03-11 11:03:35","2022-12-31 23:59:00","Active","FT","Eating & Drinking w/ Take Out","HE_Filed",2022-03-17,"590.003/3-304.14-C","*","Wiping Cloths  Use Limitation (C)","2022-03-17 10:38:08","Fail","","Keep all wiping cloths in a sanitizing solution when not in use.","100  High ST","Boston","MA",2110,342934,42.354448,-71.05536,1
"The Glenville Stops","VARGAS ULICES","Glenville Tavern Services Inc."," ",112361,"2014-03-24 09:41:15","2021-12-31 23:59:00","Inactive","FS","Eating & Drinking","HE_NotReq",2022-03-15,"","",""," ","",""," ","85   Glenville AVE","Allston","MA",2134,64666,42.34956,-71.13491,1
"Tenoch Mexican","  ","Tenoch Mexican Food Corp."," ",122265,"2014-02-19 11:21:49","2022-12-31 23:59:00","Active","FT","Eating & Drinking w/ Take Out","HE_NotReq",2022-03-15,"","",""," ","",""," ","3   Lewis ST","Boston","MA",2109,263801,42.36328,-71.05188,1
"Tequila Mexican Grill","BROMFIELD REALTY LLC","Luis Fernando Rivas"," ",31597,"2012-10-11 08:46:27","2012-12-31 23:59:00","Inactive","FS","Eating & Drinking","HE_NotReq",2022-06-13,"","",""," ","",""," ","53  Bromfield ST","Boston","MA",2108,21788,42.35702,-71.06069,1
"Teriyaki House","","JENNIFER Y. LAI PRES."," ",22879,"2012-02-08 18:32:29","2022-12-31 23:59:00","Active","FT","Eating & Drinking w/ Take Out","HE_Fail",2022-03-24,"590.002(B)/2-102.11-PF","**","(A)  (B) and (C)(1)  (4)-(16) Demonstration (Pf)","2022-03-24 12:33:02","Fail","","CFPM from unapproved CFPM instructor John Szeto. Provide updated CFPM or proof of enrollment from approved proctor on list provided via email. Priority violations cited. Provide active managerial controll.","32 W Broadway ","South Boston","MA",2127,157330,42.342726,-71.056371,1
"The Anchor","JULIAN'S CHEESECAKES  FIN","The Anchor","Att: Shelby Elwell",431314,"2020-07-22 09:55:26","2022-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Pass",2022-09-09,"","",""," ","",""," ","36  First AVE","Charlestown","MA",2129,156731,42.374932,-71.054147,1
"Terra Restaurant","GILLETTE CAFETERIA EDWARD C. COLEMAN","Eataly Boston LLC","Att. Accounts Payable",167567,"2017-03-22 15:38:11","2022-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Fail",2022-03-03,"590.003/3-302.12-C","*","Food Storage Containers Identified with Common Name of Food (C)","2022-03-03 13:39:16","Fail","","Multiple squeeze bottles on cookline do not have labels.  Provide.","800   Boylston ST","Boston","MA",2199,157244,42.347296,-71.081457,1
"Terrace Cafe","BOSTON SUPER LPS","Unidine Corporation"," ",148413,"2015-10-22 14:12:07","2022-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Fail",2022-09-02,"590.002/2-501.11-PF","**","Clean-up of Vomiting and Diarrheal Events (Pf)","2022-09-02 11:05:33","Fail","","Not completed and kit not complete","100   Guest ST","Brighton","MA",2135,67705,42.357446,-71.144675,1
"TERRAMIA RISTORANTE","CACCIOLA EDWARD D","GOMES","CARLA",21224,"2011-12-09 11:00:33","2023-12-31 23:59:00","Active","FS","Eating & Drinking","HE_NotReq",2022-03-15,"","",""," ","",""," ","98  Salem ST","Boston","MA",2113,121955,42.36406,-71.05574,1
"Teuscher Chocolates","CHATAL ASSOCS LPS","STEFAN BIERI"," ",22928,"2012-01-05 09:51:15","2022-12-31 23:59:00","Active","RF","Retail Food","HE_Pass",2022-04-19,"","",""," ","",""," ","230   Newbury ST","Boston","MA",2116,101447,42.34967,-71.08139,1
"TGI Fridays","","GC Friday's Boston LLC","Att. Accounts Payable",162979,"2016-03-09 14:16:38","2020-12-31 23:59:00","Inactive","FS","Eating & Drinking","HE_NotReq",2022-03-15,"","",""," ","",""," ","1620   Tremont ST","Mission Hill","MA",2120,157493,42.333619,-71.104037,1
"The Koji Club","COMMWLTH OF MASS","DiPasquale","Alyssa",461655,"2022-01-24 13:37:07","2022-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Pass",2022-01-24,"","",""," ","",""," ","525  Western Av","Brighton","MA",2135,148220,42.365722,-71.13572,1
"THAI ACCENT","MCCOY RICHARD","D. NARBUNSHART"," ",21873,"2012-02-10 12:41:06","2019-12-31 23:59:00","Inactive","FT","Eating & Drinking w/ Take Out","HE_NotReq",2022-03-15,"","",""," ","",""," ","417   Washington ST","Boston","MA",2108,157146,42.35583,-71.0604,1
"The Liberty Hotel","MASSACHUSETTS GENERAL HOSP","C S Subtenant","I I  L L C",27584,"2011-12-15 14:03:32","2013-12-31 23:59:00","Inactive","FS","Eating & Drinking","HE_NotReq",2022-06-13,"","",""," ","",""," ","215   Charles ST","Boston","MA",2114,29141,42.361968,-71.070175,1
"THAI BASIL","NEWBURY STREET ASSOC LP 132","YEE YANG PRS."," ",21711,"2011-12-15 13:37:01","2023-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Fail",2022-04-14,"590.002(B)/2-102.11-PF","**","(A)  (B) and (C)(1)  (4)-(16) Demonstration (Pf)","2022-04-14 11:26:15","Fail","","Numerous priority violations noted on inspection report. Procedures shall be reviewed with all staff for proper temperature control  proper handwashing and proper cleaning procedures","132   Newbury ST","Boston","MA",2116,101341,42.35092,-71.07668,1
"THAI DISH RESTAURANT","  ","ASDORNVUTTIKRAI","BOONCHAI",160956,"2016-01-04 08:50:23","2022-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Fail",2022-01-20,"590.002(C)/2-102.12-C","*","(A) Certified Food Protection Manager (C)","2022-01-20 13:12:29","Fail","","No Allergen Awarness Certificate posted. Provide.","270   Babcock ST","Boston","MA",2215,161758,42.352661,-71.121837,1
"Thai North Restaurant","","Thai North LLC","Mongkol Kamkaew",90000,"2013-03-28 10:45:35","2023-12-31 23:59:00","Active","FT","Eating & Drinking w/ Take Out","HE_NotReq",2022-03-15,"","",""," ","",""," ","433   Faneuil ST","Brighton","MA",2135,156227,42.351226,-71.168461,1
"Thai Oishi","","Thai Oishi","Purichaya Tawinno",470035,"2022-09-06 14:39:15","2022-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Fail",2022-08-31,"590.002/2-501.11-PF","**","Clean-up of Vomiting and Diarrheal Events (Pf)","2022-08-31 11:23:00","Fail","","PIC will need to provide a vomit clean up kit. See email for hand out to fill out and be sure all items are in the kit as discussed.","203   Adams ST","Dorchester","MA",2122,156222,42.30188,-71.060209,1
"Thai Place Restaurant","SOMBUTWORRAKUL","Thai Place Restaurant L L C"," ",77602,"2012-02-27 13:34:48","2022-12-31 23:59:00","Active","FT","Eating & Drinking w/ Take Out","HE_Fail",2022-05-24,"590.002(D)/2-103.11-PF","**","(A)-(P) Person-In-Charge-Duties (Pf)","2022-05-24 14:16:56","Fail","","Re-train staff with regard to proper warewashing.","184   Brighton AVE","Allston","MA",2134,157283,42.352986,-71.13372,1
"Thai Spice","","Limlomwongse","Apisit",86752,"2013-01-18 09:11:50","2023-12-31 23:59:00","Active","FT","Eating & Drinking w/ Take Out","HE_Fail",2022-05-11,"590.003/3-501.16-P","***","(A)(2) and (B) Time/Temperature Control for Safety Food  Hot and Cold Holding (P)","2022-05-11 11:41:39","Fail","","The upright refigerator in the basement is running warm; tofu 46F  cream cheese 45F.  Provide proper cold holding of 41F or below.  (items in the cooler were moved to other locations and the temperature will be monitored)","1745   Centre ST","West Roxbury","MA",2132,156249,42.287454,-71.150249,1
"Thai's Bistro","  ","Asdornvuttikrai","Boonchai",68288,"2012-02-08 08:32:06","2014-12-31 23:59:00","Inactive","FS","Eating & Drinking","HE_NotReq",2022-03-15,"","",""," ","",""," ","184   High ST","Boston","MA",2110,251577,42.35668,-71.05257,1
"Thaitation","","Thaitation L L C"," ",31976,"2012-01-03 08:11:46","2022-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Fail",2022-04-20,"590.002(B)/2-102.11-PF","**","(A)  (B) and (C)(1)  (4)-(16) Demonstration (Pf)","2022-04-20 11:23:17","Fail","","Multiple priority violations noted on the inspection report- Review procedures with all staff","129   Jersey ST","Boston","MA",2215,158053,42.342326,-71.096951,1
"Thao Ngoc Restaurant","NGUYEN","Thao Ngoc Food Inc.","Dung N. Huynh",121803,"2013-11-07 13:54:55","2015-12-31 23:59:00","Inactive","FS","Eating & Drinking","HE_NotReq",2022-03-15,"","",""," ","",""," ","1331   Dorchester AVE","Dorchester","MA",2122,48290,42.3052,-71.05917,1
"Thazia","","Thasia LLC","Accounts Payable",464265,"2022-02-07 11:26:48","2022-12-31 23:59:00","Active","FT","Eating & Drinking w/ Take Out","HE_Fail",2022-01-24,"590.002/2-501.11-PF","**","Clean-up of Vomiting and Diarrheal Events (Pf)","2022-01-24 13:01:00","Fail","","No VD kit on site. Provide. Emailed procedures.","21  Dry Dock AV","Boston","MA",2210,164542,42.344254,-71.030938,1
"The 99 Lobby Shop","","Jeanty","Michelon",310052,"2016-12-06 08:28:56","2017-12-31 23:59:00","Inactive","RF","Retail Food","HE_NotReq",2022-03-15,"","",""," ","",""," ","99   High ST","Boston","MA",2110,158117,42.354245,-71.05484,1
"The Alley Bar","","Rytubb Inc."," ",124784,"2014-01-30 11:24:17","2023-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Filed",2022-09-12,"590.003/3-304.14-C","*","Wiping Cloths  Use Limitation (C)","2022-09-12 14:25:55","Fail","","In the kitchen  keep the wiping cloths in a sanitizing solution when not in use.","275   Washington ST","Boston","MA",2108,157049,42.357825,-71.058248,1
"THE BOSTON ICE CREAM FACTORY","LAMBERT","CIRAME","STEPHEN",21556,"2012-02-24 09:01:02","2022-12-31 23:59:00","Active","FT","Eating & Drinking w/ Take Out","HE_NotReq",2022-03-15,"","",""," ","",""," ","777   William T Morrissey BLVD","Dorchester","MA",2122,156414,42.294809,-71.048338,1
"The Ames Hotel Dining Room  Patio & 2 Bars","ONE COURT STREET LLC","Ames Court Street Hotel L.L.C."," ",33792,"2012-02-01 11:22:23","2016-12-31 23:59:00","Inactive","FS","Eating & Drinking","HE_NotReq",2022-03-15,"","",""," ","",""," ","1   Court ST","Boston","MA",2108,43806,42.35902,-71.05794,1
"The Avenue Bar & Grill","READY BARBARA G","Allston Venture Five Inc."," ",80156,"2012-09-14 14:30:06","2022-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Fail",2022-06-02,"590.002(D)/2-103.11-PF","**","(A)-(P) Person-In-Charge-Duties (Pf)","2022-06-02 12:48:20","Fail","","Retrain staff regarding handling of Ready to Eat foods.","1249   Commonwealth AVE","Allston","MA",2134,37133,42.35021,-71.13215,1
"The Avenue Grille","","Merem L L C"," ",33137,"2012-03-20 13:29:45","2018-12-31 23:59:00","Inactive","FT","Eating & Drinking w/ Take Out","HE_NotReq",2022-03-15,"","",""," ","",""," ","856   Dorchester AVE","Dorchester","MA",2125,48760,42.321424,-71.05653,1
"The Back Bay Hotel","BERKELEY HOTEL ASSOC LLC","Doyle Back Bay LLC","(BAR UPSTAIRS)",23242,"2012-03-07 15:25:07","2013-12-31 23:59:00","Inactive","FS","Eating & Drinking","HE_NotReq",2022-03-15,"","",""," ","",""," ","350   Stuart ST","Boston","MA",2116,131656,42.34924,-71.07244,1
"The Backstage Cafe @Emerson","WARNICK STEVEN M TS","Bon Appetit","ATTN: Licensing",364825,"2018-06-22 15:48:41","2022-12-31 23:59:00","Active","FT","Eating & Drinking w/ Take Out","HE_Fail",2022-10-27,"590.003/3-302.11-C","*","Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C)","2022-10-27 13:00:16","Fail","","Open foods are not stored in covered containers","2  Boylston PL","Boston","MA",2116,18639,42.352045,-71.066135,1
"THE BAR ROOM","FALCONE ASSOCIATES LLC","Borriollo","Frank",24753,"2012-02-15 13:07:04","2014-12-31 23:59:00","Inactive","FS","Eating & Drinking","HE_NotReq",2022-03-15,"","",""," ","",""," ","5  Broad ST","Boston","MA",2109,20470,42.35896,-71.05478,1
"THE BARKING CRAB","LEMLE DOUGLAS","POSEIDION ENTERPRISES","INC.",20104,"2011-12-29 13:09:48","2023-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Fail",2022-02-22,"590.002/2-401.11-C","*","Eating  Drinking  or Using Tobacco (C)","2022-02-22 11:44:14","Fail","","Foodworkers with drinks and eating bread while working. Corrected on site.","88   Sleeper ST","Boston","MA",2210,128154,42.353895,-71.048576,1
"The Baupost","","Restaurant Assoc./Compas Group","Ed Sirhal",105369," "," ","Inactive","FS","Eating & Drinking","HE_NotReq",2022-09-14,"","",""," ","",""," ","10  Saint James AVE","Boston","MA",2116,340833,42.350497,-71.070984,1
"The Beehive","BOSTON CTR ARTS INC LESSEE","Wheelings Bar LLC","Jack Bardy",26483,"2012-01-10 13:58:30","2022-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Fail",2022-05-16,"590.002(B)/2-102.11-PF","**","(A)  (B) and (C)(1)  (4)-(16) Demonstration (Pf)","2022-05-16 15:17:16","Fail","","Numerous priority violations noted on inspection report Review policies and procedures with PIC","537  Tremont ST","Boston","MA",2116,137617,42.344699,-71.071387,1
"THE BELVEDERE CONDOMINIUM","BRAUN THERESA P TS","THE BELVEDERE CONDOMINIUM","TRUST",22285,"2012-02-15 10:51:12","2022-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Fail",2022-03-18,"590.004/4-302.14-PF","**","Sanitizing Solutions  Testing Devices (Pf)","2022-03-18 12:18:37","Fail","","No testing strips available for sanitizer.  Tested using inspectors test strips.  Provide testing strips.","100   Belvidere ST","Boston","MA",2116,14317,42.346039,-71.082237,1
"The Best Little Restaurant","MOY BING H TRSTS","Wong","Frank",26189,"2012-01-23 13:57:51","2020-12-31 23:59:00","Inactive","FS","Eating & Drinking","HE_NotReq",2022-03-15,"","",""," ","",""," ","13   Hudson ST","Boston","MA",2111,75852,42.3508,-71.0602,1
"The Blue Macaron","HOSKIN","Jacqueline Lee"," ",77874,"2012-03-14 11:24:14","2012-12-31 23:59:00","Inactive","RF","Retail Food","HE_NotReq",2022-03-15,"","",""," ","",""," ","31   Germania ST","Jamaica Plain","MA",2130,157658,42.314412,-71.103008,1
"The Bostonian Boston - A Millennium Hotel","BOSTONIAN HOTEL ASSOCS LPS","Bostonian Hotel Limited Partnership"," ",18649,"2011-12-17 20:36:08","2022-12-31 23:59:00","Active","FS","Eating & Drinking","HE_Fail",2022-01-18,"590.004/4-204.115-PF","**","Warewashing Machines  Temperature Measuring Devices (Pf)","2022-01-18 14:28:07","Fail","","No dish plate or stick strips to measure temperature in the dish machine  supply","20  North St","Boston","MA",2109,103543,42.360691,-71.056346,1
"THE BOYNE","CONOR J. HOEY","CONOR J. HOEY"," ",20344,"2012-01-18 16:35:53","2014-12-31 23:59:00","Inactive","FS","Eating & Drinking","HE_NotReq",2022-03-15,"","",""," ","",""," ","458   Western AVE","Brighton","MA",2135,156595,42.361959,-71.142208,1
